9 1  6.4486 -0.1179 -0.1867 -0.0610
9 2  6.4135 -0.1201 -0.2213 -0.0387
9 3  6.3922 -0.1158 -0.2033 -0.0025
9 4  6.3658 -0.0828 -0.1772  0.0174
9 5  6.3442 -0.0693 -0.1627  0.0416
9 6  6.3168 -0.0753 -0.1611  0.0172
9 7  6.3031 -0.0627 -0.1480  0.0319
9 8  6.2944 -0.0498 -0.1405  0.0291
9 9  6.2965 -0.0203 -0.1008  0.0684
9 10  6.2761 -0.0270 -0.0964  0.0350
9 11  6.2694 -0.0250 -0.0971  0.0581
9 12  6.2676 -0.0289 -0.0954  0.0448
9 13  6.2793  0.0032 -0.0698  0.0682
9 14  6.2844  0.0151 -0.0720  0.1056
9 15  6.2889  0.0213 -0.0590  0.1354
9 16  6.2870  0.0077 -0.0739  0.0807
9 17  6.2992  0.0147 -0.1123  0.1138
9 18  6.3084  0.0195 -0.0915  0.1344
9 19  6.3379  0.0509 -0.0508  0.1498
9 20  6.3789  0.0798 -0.0337  0.2115
9 21  6.4134  0.1050 -0.0083  0.2469
9 22  6.4331  0.0952 -0.0591  0.2670
9 23  6.4643  0.0854 -0.0290  0.2029
9 24  6.5043  0.0909 -0.0317  0.1820
9 25  6.5508  0.1177 -0.0018  0.2363
9 26  6.5991  0.1348  0.0274  0.2805
9 27  6.6507  0.1464  0.0203  0.2560
9 28  6.7056  0.1548  0.0469  0.2710
9 29  6.7651  0.1660  0.0628  0.2824
9 30  6.8322  0.1815  0.0290  0.2812
10 1  6.9874  0.2818  0.1790  0.3749
10 2  7.0846  0.3195  0.2248  0.4329
10 3  7.1711  0.3389  0.2156  0.4707
10 4  7.2601  0.2727  0.1155  0.4402
10 5  7.3456  0.2610  0.1193  0.3699
10 6  7.4314  0.2603  0.1135  0.4007
10 7  7.5221  0.2620  0.1237  0.4292
10 8  7.6046  0.2590  0.1042  0.4205
10 9  7.6943  0.2629  0.1277  0.4191
10 10  7.7852  0.2630  0.1010  0.3989
10 11  7.8786  0.2740  0.1221  0.5204
10 12  7.9868  0.2925  0.1452  0.4611
10 13  8.0913  0.3061  0.1330  0.4893
10 14  8.2027  0.3241  0.1668  0.5260
10 15  8.2942  0.3074  0.1545  0.5558
10 16  8.3847  0.2934  0.1119  0.5549
10 17  8.4702  0.2675  0.1099  0.4711
10 18  8.5749  0.2808  0.0875  0.4391
10 19  8.6545  0.2698  0.0712  0.4622
